"","title","date","link","description","article_text"
"14","Gen Z to healthcare companies: It’s time for a checkup",2025-03-25,"/~/media/mckinsey/email/genz/2025/03/2025-03-25b.html","CEOs of consumer-facing businesses love to say they are “customer obsessed.” But can the same be said of companies in the healthcare sector? While US consumers have the same expectations for their healthcare experiences as they do for other goods and services, there’s room for many healthcare organizations to improve how they prioritize the consumer experience, according to a new article from McKinsey Partner Jenny Cordina and coauthors.","Brought to you by Alex Panas, global leader of industries, & Axel Karlsson, global leader of functional practices and growth platforms

Welcome to the latest edition of Mind the Gap. We hope you find our perspectives useful. Let us know what you think at Alex_Panas@McKinsey.com and Axel_Karlsson@McKinsey.com.

—Alex and Axel

CEOs of consumer-facing businesses love to say they are “customer obsessed.” But can the same be said of companies in the healthcare sector? While US consumers have the same expectations for their healthcare experiences as they do for other goods and services, there’s room for many healthcare organizations to improve how they prioritize the consumer experience, according to a new article from McKinsey Partner Jenny Cordina and coauthors. They found that factors including convenience, cost transparency, affordability, and trust each play a role in whether dealing with healthcare payers or providers is great—or grueling. To better understand US consumers’ healthcare experiences, the authors surveyed respondents across all age groups. They found that Gen Zers were often more sensitive than others to inconveniences, including long wait times or opaque pricing.For example, booking appointments with a preferred healthcare provider can be challenging for anyone. But Gen Zers were more likely than older generations to seek a walk-in appointment at a clinic or urgent care center when they couldn’t see their preferred doctor (31 percent versus 19 percent). Another factor Gen Zers value more than other generations is cost transparency. In the healthcare survey, about half of Gen Z respondents said they looked up provider pricing ahead of time, compared with 38 percent of consumers of all ages. (Across all age groups, 76 percent of consumers said they choose a lower- or medium-cost option when they know the cost of care.) This is no surprise, given the financial difficulties many Zoomers face. In McKinsey’s most recent US consumer sentiment survey, many Gen Z respondents felt financial strain, with fewer reporting income gains and more indicating that they dipped into their savings at higher rates. And while many Gen Zers might distrust big corporate, cultural, and government institutions in the United States, physicians are still consumers’ most trusted source for health information. Even so, compared with the other ages surveyed, a smaller proportion of Gen Z respondents said they trust hospital systems and doctors (50 percent of Gen Zers versus 64 percent overall). Of those Gen Z respondents, 29 percent trusted health and wellness apps for information, 23 percent consulted social media, and 34 percent turned to family or friends.What’s the prescription for healthcare players? Leaders should look to other sectors—including retail and tech—for inspiration to solve consumer experience pain points and build trust with Gen Zers. For example, offering discounted nonurgent appointments during off-peak times, similar to off-peak discounts on ridesharing services, could appeal to cost-conscious Zoomers. On average, US consumers reported low to medium satisfaction in their healthcare journeys. The healthcare players that focus on helping consumers understand benefits, get coverage, and pay for care can improve overall satisfaction rates. Not a bad prognosis.

Millennials are the most active gen AI users. As managers, they can help their teams build their own AI skills.

Treatment plan. What’s the harm in a “little treat”? [AdAge]

"
"15","When do Gen Z’s earnings diverge by gender?",2025-03-11,"/~/media/mckinsey/email/genz/2025/03/2025-03-11b.html","A new McKinsey Global Institute report by McKinsey Senior Partner Kweilin Ellingrud and coauthors finds that differences in work experience account for 80 percent of the disparity between men’s and women’s pay.","Brought to you by Alex Panas, global leader of industries, & Axel Karlsson, global leader of functional practices and growth platforms

Welcome to the latest edition of Mind the Gap. We hope you find our perspectives useful. Let us know what you think at Alex_Panas@McKinsey.com and Axel_Karlsson@McKinsey.com.

—Alex and Axel

There could be more to the gender pay gap than you might think.A new McKinsey Global Institute report by McKinsey Senior Partner Kweilin Ellingrud and coauthors finds that differences in work experience account for 80 percent of the disparity between men’s and women’s pay. This means that over a 30-year career, a woman could make nearly half a million dollars less than a man would.﻿It may seem obvious that different work experiences lead to divergent earnings. But what is less clear are the factors that contribute to these differences in experiences in the first place—especially when you consider that women graduate from college at higher rates than men and change jobs at the same rate.According to the report, women are more likely than men to move into lower-paying roles and to work fewer cumulative years. This is because women tend to take longer or more frequent career breaks, have a higher rate of part-time roles, or work fewer hours. And while women are just as willing as men to enter unfamiliar career territory—which is a good thing for their long-term earnings—men are still more likely to move into jobs with higher average pay. (To be sure, the report is based largely on averages, with variances apparent across different occupations and education levels, and is skewed toward respondents who work in typical office jobs.)Despite efforts to decrease the gender pay gap at the institutional level, the research suggests this gap could persist. By 2030, a higher proportion of men will work in growing fields—such as STEM—compared with women, who are overrepresented in “shrinking” fields, such as office and administrative support. And growing fields equals higher pay.Companies have an important role to play in creating opportunities for all employees to build skills, which leads to better job opportunities overall. In the report, Ellingrud and coauthors refer to the companies that do this well as “people + performance winners,” which means they demonstrate exceptional financial performance and increase the lifetime earnings of both their men and women employees.For their part, Gen Z women can make savvy career moves that shrink the pay gap for themselves. Whether they are still looking for their first job or are in the early years of their career, there are five actions that Gen Z women (and men!) should keep in mind, based on the newly published McKinsey book, The Broken Rung: When the Career Ladder Breaks for Women—and How They Can Succeed in Spite of It (which, coincidentally, published today):

Don’t stop the clock. Career gaps can have long-term financial consequences, so maintaining consistent employment—even through flexible arrangements or upskilling—can help reduce future pay disparities.

Know your worth. Early-career salary negotiations set the foundation for future earnings, so it’s critical to negotiate competitive starting salaries and raises.

Sharpen your tech skills. It’s not just the people working in technology fields who need to become technologists. Every person’s career will be affected by technology in some way, so mastering new tools and skills (hello, gen AI!) will distinguish candidates from the rest of the talent market. A good rule of thumb: Set aside 10 percent of your workweek to invest in learning and skill development.

As the authors of The Broken Rung, Ellingrud and Senior Partners Lareina Yee and María del Mar Martínez, put it: “Ultimately, you are in control of where your career is going.”

﻿Prioritizing employee health is good for business, as high well-being scores are linked to stock performance.

Club Zed. For Gen Z, wellness clubs are the new country clubs. [Vogue]

"
"16","Gen Z: Leaders or laggards?",2025-02-25,"/~/media/mckinsey/email/genz/2025/02/2025-02-25b.html","Are leaders born (specifically, between 1997 and 2012) or made? The answer: both. That’s what companies should keep in mind when assessing which of their younger employees will make up the next generation of leaders—especially since in 2025, one in ten managers will be Gen Zers.","Brought to you by Alex Panas, global leader of industries, & Axel Karlsson, global leader of functional practices and growth platforms

Welcome to the latest edition of Mind the Gap. We hope you find our perspectives useful. Let us know what you think at Alex_Panas@McKinsey.com and Axel_Karlsson@McKinsey.com.

—Alex and Axel

Are leaders born (specifically, between 1997 and 2012) or made? The answer: both. That’s what companies should keep in mind when assessing which of their younger employees will make up the next generation of leaders—especially since in 2025, one in ten managers will be Gen Zers. Some of them may seem like natural hand-raisers, doers, and go-getters, but don’t count out the rest of the pack just yet.“We often think we know who the high performers are before we begin building systems for people’s development, continuous learning, and the like,” McKinsey Senior Partner Kurt Strovink said in a recent episode of The McKinsey Podcast. “But one of the interesting things about leadership cultures is, sometimes people rise who you didn’t think were your high-potential folks.”That’s where the “leadership factory” comes into play. In the 1980s, the late Ron Daniel, who was then McKinsey’s global managing partner, coined the term “leadership factory” to describe the process by which people become leaders: They invest their time in other colleagues, provide regular feedback, and share personal and collective insights. While these principles of leadership are still relevant today, McKinsey Global Managing Partner Bob Sternfels and his coauthors built on that concept to identify six traits that leaders need to be able to tackle today’s uncertain environment: optimism, selfless leadership, continuous learning, resilience, levity, and stewardship.Those who have been quick to accuse Zoomers of being ill-prepared for the demands of the workplace might take these perennial leadership lessons to heart. Tomorrow’s strongest leaders can benefit today from onboarding programs for new hires, mentorship and apprenticeship, role modeling, coaching, and other real-world interactions with colleagues. (Remember: Gen Z is the only age group that ranked “career development and advancement potential” as the top reason for taking a new job, a factor they also ranked among their top three reasons to stay in a job, along with workplace flexibility and meaningful work.) “I’ve [had] a lot of [experiences] where I was perhaps not ready to play the role,” McKinsey Senior Partner Daniel Pacthod noted in the same podcast episode, musing about the early career opportunities that he grew into. “When you look back, these are perhaps the moments when you actually learn and develop the most.”

More survey respondents say they prefer remote driving—when an offsite operator uses a simulator to drive a car—over autonomous driving.

The good, the bad, and the AI. What are the implications of being the “chatbot generation”? [Business Insider]﻿

"
"17","For Gen Z, the (dis)engagement rumors are swirling",2025-02-11,"/~/media/mckinsey/email/genz/2025/02/2025-02-11b.html","Valentine’s Day is this week, which means that hopeless romantics around the world are preparing to show the people in their lives how much they care—some are even getting engaged.","Brought to you by Alex Panas, global leader of industries, & Axel Karlsson, global leader of functional practices and growth platforms

Welcome to the latest edition of Mind the Gap. We hope you find our perspectives useful. Let us know what you think at Alex_Panas@McKinsey.com and Axel_Karlsson@McKinsey.com.

—Alex and Axel

Valentine’s Day is this week, which means that hopeless romantics around the world are preparing to show the people in their lives how much they care—some are even getting engaged. The same can’t be said for a lot of Gen Z employees, though.According to a recent Gallup poll, employee engagement is at its lowest level in a decade—and workers younger than 35 are largely responsible for the decline (employee engagement matters because it correlates with both workplace productivity and organizational performance).These results align with earlier McKinsey research, in which more than half of surveyed employees in all age groups reported being relatively dissatisfied with their jobs. In the Gallup poll, Gen Zers reported feeling worse about each of 12 elements of workplace engagement the survey tested: for example, clarity of expectations, personal recognition, sufficient resources to do their work, opportunities to develop, and feeling cared about. Turns out jobs, too, can lead to heartache.These findings coincide with a strong return to office (RTO) push (in related news, “Corpcore” is IN). Plenty of business leaders have advocated for RTO and cite employee engagement as one of the reasons for doing so. But mandating RTO alone isn’t enough to boost employee morale or productivity, says McKinsey Senior Partner Aaron De Smet. Echoing this sentiment in the latest episode of the McKinsey Talks Talent podcast, McKinsey Partner B﻿ryan Hancock observes, “It doesn’t matter where you ask somebody to be. What matters is what you do with them once they’re there.”In the same episode, Hancock and McKinsey Senior Partner Brooke Weddle tease upcoming McKinsey research on the opportunities and challenges in bringing people back to the land of dual monitors and fluorescent lighting. Among the big findings: Burnout rates are similar among employees who are fully remote or fully in-person (around one-third of people feel burned out)—and higher compared with hybrid workers—while across age groups, boomers are most satisfied with a return to the office.“While the world hasn’t ended from massive turnover or massive employee dissatisfaction across the board, companies are introducing a risk into the system—a risk that some of their star performers could leave … as they’re moving back to the office,” Hancock said. To mitigate those risks, companies should invest in collaboration, connectivity, innovation, mentorship, and skill development (the truth is, the same goes for remote and hybrid workplaces).“Let’s be honest. It’s not like collaboration, innovation, and mentorship were all happening perfectly before the pandemic,” Weddle said. “Even if organizations have an existing model, they need to dust it off and say, ‘How does this need to evolve?’”

Gen Zers in Europe are more likely to trade down—switch to less expensive products or postpone purchases—compared with older consumers.

Supper time. Zoomers in London are opting for this “sophisticated approach” to meeting new people and falling in love. [FT]

"
"18","What will retirement look like for Gen Z?",2025-01-28,"/~/media/mckinsey/email/genz/2025/01/2025-01-28b.html","Retirement may be decades away for most Gen Zers, but what the world could look like when they hit retirement age is already taking shape.","Brought to you by Alex Panas, global leader of industries, & Axel Karlsson, global leader of functional practices and growth platforms

Welcome to the latest edition of Mind the Gap. We hope you find our perspectives useful. Let us know what you think at Alex_Panas@McKinsey.com and Axel_Karlsson@McKinsey.com.

—Alex and Axel

Retirement may be decades away for most Gen Zers, but what the world could look like when they hit retirement age is already taking shape.Global demographic changes—specifically, lower fertility rates and longer lifespans—mean the number of older people in the world will increase and the number of younger people will shrink in the decades ahead. According to a new report from the McKinsey Global Institute (MGI), that could spell trouble for economies around the world based on today’s societal and work-related norms.As McKinsey senior partner and MGI chair Sven Smit and his coauthors put it, if no action is taken today, “younger people will inherit lower economic growth and shoulder the cost of more retirees while the traditional flow of wealth between generations erodes.”But don’t despair just yet. Smit and his coauthors identify three ways to combat the drag that shifting demographics may have on future GDP per capita: improving labor intensity (meaning how many hours per week employees are spending on work), productivity, and the “age mix,” or the proportion of people in various age groups at a given time, which can be affected by longevity as well as fertility and migration rates. Pulling only one of these levers won’t be enough to help countries reach their growth goals and raise living standards. All three—more hours, more productivity, and more workers—need to be part of the equation.Consider the labor intensity factor. If countries around the world set growth rate targets in the next 25 years that are based on rates of the past 25 years, the report projects that workers in developed countries would need to increase the number of hours worked per week. In the United States, for example, employees would need to work an additional 1.5 hours every week. That doesn’t seem so bad compared with Spain, where employees would need to add more than 13 hours of working time to their week. (Did we mention Spain is currently embroiled in a debate about shortening the workweek?)Plenty of this may seem like a tomorrow problem, but employers can begin offering solutions today. In China, where Smit and coauthors expect to see a sharper decline in the share of the working-age population—compared with countries such as the United States and Germany—employers are offering family-friendly work policies to encourage people to have more children. To be sure, some of these policies include shortening the workweek, which could complicate things all over again.As for individual Zoomers, they may face another challenge: Accumulating the same level of wealth as today’s seniors could be tricky for them, since public pensions may be difficult to maintain, and more Gen Zers may be living longer in retirement. Some countries are trying to address these potential pension system issues—for example, by tweaking retirement ages.Still, a combination of other steps (again, increasing labor intensity, productivity, migration, and fertility) will be needed to help protect public finances and boost the well-being of Gen Zers as they age—as well as generations beyond. Here’s to you, Gen Beta.

Economic considerations, such as greater yield and additional revenue streams, are among the top reasons farmers around the world adopt sustainable practices.

Ghost or be ghosted? You thought regular “catfishing” was bad? Wait till you hear about “career catfishing.” [Fortune]

"
"19","Three resolutions employers can make to improve Gen Z health",2025-01-14,"/~/media/mckinsey/email/genz/2025/01/2025-01-14b.html","It probably comes as no surprise that health is often top of mind for the dedicated New Year’s resolutioner. This means that Gen Z may be ahead of the game because, for many Zoomers, health has been a hot-button topic all year long.","Brought to you by Alex Panas, global leader of industries, & Axel Karlsson, global leader of functional practices and growth platforms

Welcome to the latest edition of Mind the Gap. We hope you find our perspectives useful. Let us know what you think at Alex_Panas@McKinsey.com and Axel_Karlsson@McKinsey.com.

—Alex and Axel

Top o’ the morn—year to ya! Or maybe the toast à votre santé (“to your health,” in French) is more appropriate. It probably comes as no surprise that health is often top of mind for the dedicated New Year’s resolutioner. This means that Gen Z may be ahead of the game because, for many Zoomers, health has been a hot-button topic all year long.For example: throughout 2024, some Gen Zers sought to beat loneliness by making friends in their workout classes (two birds, et cetera) and were more likely than older workers to take mental health days to deal with stress, and Gen Z men finally started to mind their mental health. (Although they still lagged behind Gen Xers and boomers when it came to scheduling their annual physicals. Consider this a friendly reminder.) But even with mental health days and physicals, Zoomer women reported having the most difficulty prioritizing their health overall compared with women in any other generation, due to a number of factors, such as caregiving duties and a feeling of being overwhelmed in general.This year, business leaders can adopt some resolutions of their own to improve their employees’ health (bonus: those that benefit Gen Zers will help older workers, too):

Make mental health resources more accessible. The relationship between Gen Zer’s mental health and social media is complicated. According to research from McKinsey partner and coleader of the McKinsey Health Institute Erica Coe and coauthors, Gen Zers are more likely than other generations to have negative feelings about social media, but the technology also serves as a platform for their self-expression and social connectivity. To help Gen Zers undergo a mental health reset in 2025, employers can consider making digital resources, such as wellness apps and digital mental health programs, more accessible to employees. (Gen Zers are already more likely than older people to use social media to access mental health resources, making their adoption of other resources more likely.) As for addressing mental health and well-being beyond the digital realm, employers could offer stress management training, physical-wellness programs, office connectivity events, and policies to reduce burnout.

Find new ways to support women’s health. The majority of the $1 trillion women’s health gap—in which women spend more of their lives in poor health than men—happens during women’s prime working years. Some of the causes of this health gap are systemic; for example, women started participating in clinical trials only in the past 30 years, even though sex-based differences can affect whether certain treatments are actually useful for women. In an episode of The McKinsey Podcast, senior partner Lucy Pérez explained why employers should ask themselves whether the business policies they put in place support women’s health, including benefits to support women employees who are going through menopause.

Take a holistic approach to health benefits. Companies have several opportunities to improve employee health. McKinsey senior partner Patrick Simon and coauthors identified six drivers of health at work that employers can shape: social interaction, mindset and beliefs, productive activity, stress, economic security, and sleep. According to the authors, employers should assess where they can boost employee health offerings in these areas—not only because healthier employees tend to be happier and more productive but also because doing so across the global workforce could amount to up to an additional $4.2 billion in economic impact. For Gen Zers, employers that focus on improving social interaction and economic security could be particularly helpful, considering Gen Z’s reportedly higher rates of loneliness and personal financial pressures.

﻿In 2005, only 16 percent of the world’s population used the internet. Today, more than 67 percent of the global population accesses the web.

Want to feel old? Meet Gen Beta. [Fortune]

"
"20","Urge to splurge: Why is Gen Z ‘doom spending’?",2024-12-17,"/~/media/mckinsey/email/genz/2024/12/2024-12-17b.html","As Gen Zers make their holiday purchases, one trend threatens to dampen the good cheer: “doom spending.”","Brought to you by Alex Panas, global leader of industries, & Axel Karlsson, global leader of functional practices and growth platforms

Welcome to the latest edition of Mind the Gap. We hope you find our perspectives useful. Let us know what you think at Alex_Panas@McKinsey.com and Axel_Karlsson@McKinsey.com.

—Alex and Axel

As Gen Zers make their holiday purchases, one trend threatens to dampen the good cheer: “doom spending.” Doom spending is when people buy goods and services as a way of coping with their pessimism about the economy, politics, or other issues, such as personal finances. Gen Zers and millennials are more likely than older consumers to doom spend, even though they are, on average, less wealthy than older generations. In McKinsey’s latest US consumer sentiment survey, a larger share of Gen Zers reported feeling pessimistic compared with the previous quarter and compared with baby boomers and Gen Xers, who were more optimistic than in the previous survey. Even so, Gen Zers also reported a greater willingness to splurge than older shoppers (though fewer Gen Zers said they plan to splurge over the next three months than in previous quarters). There are a few reasons why Gen Zers tend to report doom spending more often than other generations. Back in early 2023, we covered Zoomers’ “financial defeatism”—the idea that Gen Zers won’t reach financial milestones and therefore might resign themselves to spending instead of saving. Gen Zers may also make impulse purchases based on what they see on social media, where buying to your heart’s content is becoming increasingly frictionless.  This doom-spending trend highlights another intriguing finding: consumer sentiment and intentions to spend don’t always align. Traditionally, when consumers report feeling optimistic about the economy, they also expect to spend more money on a variety of discretionary and nondiscretionary categories (while the opposite was typically true for pessimistic consumers). However, McKinsey senior partner Becca Coggins and coauthors find that while US consumers now tend to be more optimistic about the economy, they’re more cautious about their spending—at least, according to their survey responses.When they do splurge, Gen Zers tend to indulge in categories such as dining out, apparel, beauty products, and jewelry. They also enjoy splurging on experiences (travel-related spending is big among Gen Zers).The takeaway is that Gen Zers are willing to spend—and sometimes splurge—but only if they place real value on a purchase. That value may be largely based on the purchase’s cultural cachet, which Gen Zers can then project on social media.To better understand what Gen Z consumers value in their purchases, consumer businesses can invest in their ability to capture a clearer and more predictive view of spending behavior using analytics and generative AI. If not, they’re likely to be bested by a competitor that has invested in these tools.

﻿Nurses are cautiously enthusiastic about AI, pointing to patient education as one of the beneficial use cases of the technology.

Flex for friends. Beating social isolation requires Gen Zers to build their social muscles. [NPR]

"
"21","Friends in office spaces: How Gen Zers can strengthen workplace relationships",2024-12-03,"/~/media/mckinsey/email/genz/2024/12/2024-12-03b.html","Friendship theories continue to spread on social media. As the name suggests, these philosophies theorize about the numbers and types of friends people can—or should—have and how these relationships form and evolve.","Brought to you by Alex Panas, global leader of industries, & Axel Karlsson, global leader of functional practices and growth platforms

Welcome to the latest edition of Mind the Gap. We hope you find our perspectives useful. Let us know what you think at Alex_Panas@McKinsey.com and Axel_Karlsson@McKinsey.com.

—Alex and Axel

Friendship theories continue to spread on social media. As the name suggests, these philosophies theorize about the numbers and types of friends people can—or should—have and how these relationships form and evolve. And in true internet fashion, each theory has its own silly (if not confusing) name, including the snail theory, Dunbar’s theory, OG besties, and North Star besties.A key audience for this content includes Gen Zers, who report lower levels of emotional and social well-being compared with older generations. This is why it’s important for Gen Zers to remember that they can form strong, meaningful relationships at work and that they can find connection and purpose in their jobs. Maybe it’s even time to stop debating whether to skip that end-of-the-year office gathering? As McKinsey senior partner Arne Gast and his coauthor put it in their recent article on effective leadership, “Humans are relational beings, not independent automatons.” Work friends can act as sounding boards for critical decisions, offer different perspectives, and challenge personal assumptions. One former CEO that Gast and his coauthor interviewed for the article pointed to her “kitchen cabinet” of advisers, who helped her think through sensitive business issues.Whether you’re a seasoned executive or a Gen Zer who’s just starting your career, you should be prepared to review and update your “personal operating model,” which includes your approach to workplace relationships. Career milestones are often an apt moment to pause for reflection, Gast and his coauthor advise.Having relationships with coworkers can also reduce the stress that inevitably arises in any job, according to Robert Waldinger, director of the Harvard Study of Adult Development and the author of The Good Life: Lessons from the World’s Longest Scientific Study of Happiness, in a McKinsey Author Talks interview. Waldinger advises people to take stock of both their work and personal relationships by asking a few key questions, including “What do you have already, and what are you getting from different relationships?”That’s good advice for Gen Zers at work, who may be just starting to build office friendships. When forming new bonds with your peers, it helps to identify an activity that you enjoy and can do with your coworkers. It’s easier to forge authentic connections over a shared interest, Waldinger says.As for existing relationships, reconnecting can be as simple as sending an email acknowledging a team member’s recent work or asking to get a coffee. Ultimately, think of these bonds like you would your personal fitness, Waldinger says: “I don’t go to the gym today and then come home and say, ‘Good. I’m done. I don’t ever have to do that again.’ The same is true with relationships.”

Gen Z consumers are expected to drive sales in beauty categories such as fragrance, which forecasts nearly $30 billion in overall growth over the next few years.

Buffet backers. Gen Zers are going all-in on all-inclusive travel. [Business Insider]

"
"22","Should fashion brands find a new fit with Gen Z?",2024-11-19,"/~/media/mckinsey/email/genz/2024/11/2024-11-19b.html","Gen Z fashion trends can become viral supernovas and then fade to black faster than many of us can follow. By the time the headlines document fads such as the office siren, “Madam Sandler,” or old money aesthetic, they’ve likely already become passé.","Brought to you by Alex Panas, global leader of industries, & Axel Karlsson, global leader of functional practices and growth platforms

Welcome to the latest edition of Mind the Gap. We hope you find our perspectives useful. Let us know what you think at Alex_Panas@McKinsey.com and Axel_Karlsson@McKinsey.com.

—Alex and Axel

Gen Z fashion trends can become viral supernovas and then fade to black faster than many of us can follow. By the time the headlines document fads such as the office siren, “Madam Sandler,” or old money aesthetic, they’ve likely already become passé. But these days, global fashion executives have to keep tabs on more than the next trend cycle. Gen Z’s shopping habits, brand expectations, and values—described in the latest State of Fashion 2025 report, from McKinsey and The Business of Fashion—will require fashion players to evolve the way they do business.The report, by McKinsey senior partners Anita Balchandani and Gemma D’Auria and coauthors, is chock-full of Z-specific insights:   ﻿

Price check: Gen Zers’ financial situations and perceptions of the economy seem to be affecting their spending habits. Seventy-three percent of US Gen Z consumers said they are changing their spending habits because of increased prices, and 70 percent of Gen Zers in the United Kingdom said they are prioritizing affordability when buying clothes. These findings tell only part of the story, though. Splurging on fashion is still popular among Z babies, McKinsey’s ConsumerWise research finds. Items of self-expression, such as clothes and jewelry, are among the most cited splurge categories, meaning subcategories such as watches are seeing an uptick (😏) in Gen Z interest.

Loyalty shmoyalty: Half of US Gen Z consumers prefer to explore and shop new brands, compared with one-third of shoppers aged 50 and older. On average, only 29 percent of Gen Zers said their wardrobes are from the same brand (compared with 52 percent of shoppers aged 50 and older). An insight from McKinsey partner Tamara Charm: loyalty programs are important, but shoppers are savvy. Targeting the right Gen Z consumers—that is, those who are likely to be long-term shoppers of a brand rather than those keen on snagging a one-off deal—can help fashion players make the most of their loyalty programs.

Breathing room: Eighty percent of Gen Z consumers said they feel overwhelmed by their exposure to brands. Even so, young shoppers are the bull’s-eye for many fashion brands. Approximately 60 percent of fashion executives surveyed plan to double down on marketing toward Gen Zers and millennials, who are already twice as likely to be targeted than older generations. While fashion execs should look beyond Gen Z shoppers (Gen Xers and boomers are also keen to spend on clothes, this year’s report finds), opting for quality marketing messages that are informed by consumer insights—rather than high-volume messages that feel like spam—will go far in bringing Gen Z shoppers into the fold.

Sportswear showdown: Two in three millennial and Gen Z consumers wear athleisure multiple times per week, according to the report, and 56 percent of Gen Z consumers consider fitness a “very high priority” in their lives. Since the word is out on this market opportunity, competition for Gen Zers’ share of wallet will be high. The fashion players that succeed in athleisure will do so by investing in material and product innovations and by achieving cultural relevancy through their brand building: for example, through partnerships with celebrities and tastemakers that resonate with the fashion brand’s target audience.

For women in the workplace, one commonly cited microaggression is being mistaken for someone at a much lower level—with little progress made compared with five years ago.

Talk about tenured. Does it pay to be a company “lifer”? [FT]

"
"23","The bucks stop here: How K–12 schools spent pandemic stimulus",2024-11-05,"/~/media/mckinsey/email/genz/2024/11/2024-11-05b.html","For US education administrators, funding is more top of mind now than it’s been in a while. On September 30, pandemic-era stimulus funding allotted to the country’s K–12 schools has ended.","Brought to you by Alex Panas, global leader of industries, & Axel Karlsson, global leader of functional practices and growth platforms

Welcome to the latest edition of Mind the Gap. We hope you find our perspectives useful. Let us know what you think at Alex_Panas@McKinsey.com and Axel_Karlsson@McKinsey.com.

—Alex and Axel

For US education administrators, funding is more top of mind now than it has been in a while. On September 30, pandemic-era stimulus funding allotted to the country’s K–12 schools ended. Known as the Elementary and Secondary School Emergency Relief (ESSER) fund, the nearly $190 billion—or about one-third of annual K–12 spending over a three-to-five-year period—was earmarked for schools to combat absenteeism, address students’ mental health challenges, and expand virtual and hybrid instructional models, among other aims. (As of 2022, the most recent public data for enrollment available, there were more than 20 million Gen Zers in US public elementary and secondary schools.) A new article from McKinsey partner Wayne Redmond and coauthors outlines just how effectively schools used their funding—and what challenges lie ahead for both school districts and the students they serve now that the grants have expired. The good news: most of the nearly 500 school district administrators surveyed by McKinsey believe their use of stimulus funds was moderately or highly effective in achieving their goals over the past three years. (Points for Gryffindor!)Yet even the interventions that district leaders felt were effective were not necessarily in areas where they would have spent more, the survey found. That’s because those “necessary stopgaps” often addressed immediate needs related to the pandemic, such as personal devices for students or safety items. While those devices definitely helped in virtual or hybrid learning environments, there are fewer uses for them now that students have returned to in-person learning.In hindsight, school budget allocators wished they would have spent more on interventions that prevented learning loss and alleviated mental health challenges. That comes as little surprise, given how much student achievement globally has stalled since the pandemic began—a huge problem for the youngest Gen Zers, who are just entering their teenage years. Research shows that from 2019 to 2022, the pandemic erased two decades’ worth of academic progress and widened the achievement gaps between high- and low-performing students.Now that the ESSER funding has expired, Redmond and coauthors expect average school budgets to decline between 5 and 8 percent, leading to what some experts are calling an educational “fiscal cliff.” Since most school budgets are allocated to staff and salaries—and therefore difficult to cut—cost reductions in other categories that are not contractually or legally fixed could be even bigger. Fifty-seven percent of school district leaders worry that a potential fiscal cliff would cause declines in student learning and achievement, which could be even more dire in low-income districts.To deal with their budgetary constraints, the authors suggest that school districts evaluate where the additional funding resulted in the biggest benefits for students rather than simply relying on budgets from previous years. Zero-based budgeting FTW.In education, everything can seem like a high-priority challenge. But when cash is tight, school administrators have to make tough choices about what issues get addressed first. As Carey Wright, former state superintendent of education in Mississippi, told McKinsey’s Emma Dorn, “If everything is a priority, then nothing is.” Luckily, Gen Z students have a clear view of what engages them at school, which directly relates to their achievement and higher education ambitions. According to a 2024 Gallup survey, 46 percent of Gen Z K–12 students say opportunities to learn in a hands-on way drive their interest, while just over one-third say they enjoy learning when they can connect a subject to the real world. Administrators, take notes!

Women make up 29 percent of the C-suite, up 12 percentage points from 2015. But progress in corporate representation has been notably slower at the entry and manager levels.﻿

All by myself. Working from home isn’t the biggest indicator of whether an employee will feel lonely, according to this research. [Axios]

"
